X_Acc,Y_Acc,Z_Acc,Activity,Semantic_Interpretation
-0.08,3.49,1.3075534,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
-0.08,7.27,0.61291564,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
-2.96,7.93,-5.706926,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
1.12,19.57,12.598822,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
1.88,-0.61,-0.61291564,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
-5.94,13.33,10.651112,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
11.07,-4.48,-8.539958,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
0,0,0,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
0,0,0,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
-2.98,-4.21,-13.402422,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
3.06,-2.07,-7.8589406,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
-19.57,-5.6,-2.8330324,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
10.84,10.38,6.5513873,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
6.32,2.83,3.2961242,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
